Genreid,Day 
3038,night,95718
4906,night,95719
16685,day,95720
6363,night,95721
11493,night,95722
2105,night,95723
10652,night,95724
8154,day,95725
12881,night,95726
7913,day,95727
1909,day,95728
6116,night,95729
10290,night,95730
12408,day,95731
2183,day,95732
1480,night,95733
5747,night,95734
10779,night,95735
5939,day,95736
14698,night,95737
16528,night,95738
10093,night,95739
12022,night,95740
4699,night,95741
7687,night,95742
8166,day,95743
3216,night,95744
16650,day,95745
16086,day,95746
15307,day,95747
14394,day,95748
13344,day,95749
13055,day,95750
9225,day,95751
4485,night,95752
2275,day,95753
10641,day,95754
9278,night,95755
15954,day,95756
5697,night,95757
12971,day,95758
12644,night,95759
15722,night,95760
12486,day,95761
3596,day,95762
10136,day,95763
7004,night,95764
10375,day,95765
6131,day,95766
10682,day,95767
5804,day,95768
8947,night,95769
9985,day,95770
6191,day,95771
14541,day,95772
10884,day,95773
12448,night,95774
8040,day,95775
4777,day,95776
2249,day,95777
10081,day,95778
7410,day,95779
16481,day,95780
1417,night,95781
5559,night,95782
11320,day,95783
15362,night,95784
5440,day,95785
8287,night,95786
6351,day,95787
2172,day,95788
9815,night,95789
3169,day,95790
14829,night,95791
16434,day,95792
10329,night,95793
3783,day,95794
8262,day,95795
10185,night,95796
12716,night,95797
14645,day,95798
11340,day,95799
10258,night,95800
8778,day,95801
7572,night,95802
4441,day,95803
7146,day,95804
5312,night,95805
15426,day,95806
12526,day,95807
480,night,95808
1181,night,95809
4398,day,95810
14141,night,95811
8452,day,95812
482,day,95813
16499,night,95814
3697,day,95815
12691,night,95816
8923,night,95817
8758,night,95818
10572,day,95819
7685,day,95820
1001,night,95821
12245,day,95822
1613,night,95823
10942,night,95824
13197,day,95825
3102,day,95826
4437,day,95827
11343,day,95828
9274,day,95829
5993,night,95830
14896,day,95831
14428,day,95832
628,day,95833
5295,night,95834
12930,night,95835
9688,day,95836
16415,night,95837
11087,day,95838
11043,night,95839
8718,day,95840
455,night,95841
4915,night,95842
15867,day,95843
15205,day,95844
2495,night,95845
7949,day,95846
15476,night,95847
10224,day,95848
62,day,95849
3997,night,95850
16535,day,95851
14806,day,95852
1886,night,95853
8389,night,95854
11030,night,95855
2241,day,95856
5591,day,95857
8844,day,95858
6912,night,95859
4529,day,95860
1778,day,95861
10979,day,95862
15232,night,95863
11208,day,95864
5427,night,95865
3189,day,95866
8771,night,95867
7207,night,95868
10713,day,95869
14558,day,95870
7896,night,95871
1933,day,95872
3881,night,95873
14078,day,95874
13585,night,95875
14781,day,95876
14878,night,95877
11085,day,95878
8188,night,95879
15783,night,95880
9031,day,95881
5248,night,95882
649,day,95883
9165,day,95884
173,night,95885
4951,night,95886
6272,day,95887
5917,night,95888
8311,day,95889
11002,night,95890
16583,night,95891
6288,day,95892
10502,night,95893
10874,night,95894
46,day,95895
934,day,95896
13505,day,95897
10363,day,95898
1678,day,95899
13218,night,95900
15660,night,95901
385,night,95902
6481,day,95903
8454,night,95904
8874,day,95905
1245,night,95906
7980,day,95907
727,day,95908
3585,day,95909
2899,day,95910
2204,night,95911
8465,night,95912
15886,day,95913
10469,night,95914
2144,night,95915
6852,night,95916
10953,day,95917
4374,day,95918
2829,day,95919
16102,day,95920
11560,night,95921
13929,night,95922
64,day,95923
592,night,95924
6705,day,95925
6336,day,95926
1841,day,95927
14727,day,95928
7631,day,95929
13188,night,95930
3846,night,95931
5405,night,95932
5792,day,95933
5038,day,95934
13543,night,95935
3843,day,95936
10011,night,95937
12729,night,95938
11417,day,95939
5212,night,95940
8126,day,95941
8055,night,95942
4975,day,95943
7570,day,95944
4812,night,95945
2455,day,95946
4459,day,95947
11437,day,95948
13894,day,95949
5111,day,95950
3376,day,95951
12833,night,95952
4409,day,95953
8831,day,95954
3256,day,95955
4008,night,95956
6218,night,95957
3367,day,95958
15647,day,95959
14594,day,95960
13385,night,95961
10361,day,95962
25,day,95963
12886,day,95964
11681,night,95965
7731,night,95966
16022,night,95967
2140,day,95968
9455,day,95969
311,day,95970
10937,night,95971
4152,day,95972
6122,night,95973
5022,day,95974
2266,night,95975
2089,day,95976
9944,day,95977
10246,day,95978
6164,night,95979
16159,day,95980
6902,day,95981
9400,night,95982
5589,night,95983
3317,day,95984
15151,night,95985
12516,night,95986
13578,day,95987
4836,night,95988
4517,night,95989
7671,night,95990
3644,night,95991
4551,day,95992
10879,day,95993
9127,night,95994
11491,night,95995
8720,day,95996
6891,night,95997
9992,day,95998
2211,night,95999
10570,day,96000
2797,night,96001
1385,day,96002
5165,night,96003
2722,night,96004
15435,day,96005
9444,night,96006
5540,night,96007
15473,night,96008
15010,night,96009
5540,day,96010
11352,night,96011
4360,night,96012
9062,day,96013
9022,night,96014
8283,night,96015
8663,night,96016
5057,night,96017
14548,day,96018
978,night,96019
10976,day,96020
3540,day,96021
16198,night,96022
10564,day,96023
13913,night,96024
14079,day,96025
9097,day,96026
3756,day,96027
11859,day,96028
14724,night,96029
13189,day,96030
11053,day,96031
480,day,96032
14428,day,96033
6088,day,96034
6024,day,96035
3141,night,96036
791,day,96037
6066,day,96038
7637,day,96039
1128,day,96040
13630,day,96041
3894,day,96042
10885,day,96043
9917,night,96044
10587,night,96045
15947,night,96046
10421,day,96047
2730,day,96048
632,night,96049
9371,day,96050
13124,night,96051
9554,night,96052
8058,day,96053
6395,night,96054
2723,day,96055
13520,night,96056
11313,day,96057
8499,day,96058
10909,day,96059
5152,day,96060
14862,night,96061
8604,day,96062
7775,day,96063
1650,day,96064
7093,night,96065
11642,day,96066
11006,night,96067
15811,day,96068
11438,night,96069
5196,day,96070
5449,day,96071
10913,day,96072
14637,night,96073
2574,day,96074
7647,day,96075
2683,day,96076
15453,day,96077
7540,day,96078
407,night,96079
8235,night,96080
16139,night,96081
998,night,96082
636,day,96083
7696,day,96084
15854,day,96085
8725,night,96086
683,night,96087
8212,day,96088
10485,night,96089
12244,night,96090
10982,day,96091
7978,day,96092
9992,day,96093
14341,day,96094
12190,day,96095
860,day,96096
13323,day,96097
15885,night,96098
14430,night,96099
7080,day,96100
6030,night,96101
13626,night,96102
1012,day,96103
4926,day,96104
3594,day,96105
10405,day,96106
15530,day,96107
455,day,96108
2207,night,96109
15296,day,96110
10479,day,96111
4533,night,96112
15664,day,96113
16636,day,96114
9371,night,96115
12772,day,96116
13502,night,96117
4910,day,96118
6034,night,96119
6069,day,96120
2227,day,96121
6864,night,96122
6622,day,96123
4878,day,96124
825,day,96125
14485,day,96126
2935,day,96127
11293,night,96128
3875,night,96129
7458,day,96130
15169,day,96131
15452,night,96132
10972,day,96133
1455,night,96134
2624,night,96135
3986,night,96136
8399,night,96137
6905,night,96138
9233,day,96139
16053,night,96140
15824,night,96141
7203,day,96142
4040,day,96143
10317,day,96144
10681,night,96145
8394,night,96146
665,night,96147
13981,night,96148
10393,night,96149
1444,night,96150
13779,night,96151
8590,night,96152
7840,day,96153
16423,day,96154
5298,day,96155
5482,day,96156
12302,night,96157
2168,day,96158
15086,day,96159
14676,night,96160
2426,night,96161
7770,night,96162
10594,day,96163
13468,night,96164
12929,day,96165
4156,day,96166
12204,day,96167
4268,day,96168
15243,day,96169
4406,night,96170
2349,day,96171
5831,day,96172
13667,night,96173
1572,day,96174
10546,day,96175
12191,day,96176
14586,day,96177
2172,day,96178
11589,night,96179
2852,night,96180
434,night,96181
12820,night,96182
13777,night,96183
5524,night,96184
10570,night,96185
1950,night,96186
16220,night,96187
9141,night,96188
11811,night,96189
16182,day,96190
7672,night,96191
13351,day,96192
2802,night,96193
982,night,96194
14201,night,96195
3483,night,96196
10363,night,96197
15572,night,96198
9412,night,96199
4819,night,96200
11846,day,96201
13748,day,96202
9146,day,96203
826,night,96204
1348,day,96205
6822,day,96206
15561,day,96207
13609,day,96208
2750,day,96209
1675,day,96210
138,night,96211
15187,day,96212
8554,day,96213
5490,day,96214
10119,night,96215
1190,day,96216
7359,day,96217
11549,day,96218
5673,day,96219
2359,day,96220
10614,day,96221
3305,night,96222
360,day,96223
14602,night,96224
15005,day,96225
11856,day,96226
16125,day,96227
15980,day,96228
15798,night,96229
7491,night,96230
12734,day,96231
14251,night,96232
5688,day,96233
9056,night,96234
16729,day,96235
2734,night,96236
9969,day,96237
13936,day,96238
5713,day,96239
4665,day,96240
3126,day,96241
12096,night,96242
4541,night,96243
4374,day,96244
2643,day,96245
13737,night,96246
15839,night,96247
6762,day,96248
14600,day,96249
15571,night,96250
16371,night,96251
6112,day,96252
8745,day,96253
10538,day,96254
9418,day,96255
1342,night,96256
4980,night,96257
9661,night,96258
8988,day,96259
11779,day,96260
450,night,96261
2053,day,96262
3338,day,96263
9551,night,96264
12666,day,96265
14173,night,96266
13133,night,96267
16079,day,96268
12178,day,96269
1718,day,96270
15966,night,96271
15807,day,96272
2444,night,96273
7237,night,96274
11422,day,96275
6049,day,96276
11085,day,96277
9210,night,96278
9445,day,96279
6632,day,96280
2365,day,96281
10013,day,96282
1846,night,96283
8586,day,96284
14678,night,96285
12353,day,96286
7028,day,96287
8835,day,96288
14280,day,96289
10911,day,96290
6857,night,96291
12369,day,96292
3618,day,96293
6398,day,96294
5955,day,96295
10236,day,96296
6755,day,96297
12895,day,96298
5806,day,96299
12736,day,96300
10921,day,96301
14626,night,96302
16267,day,96303
12510,night,96304
1196,day,96305
1893,night,96306
15555,day,96307
6736,day,96308
8428,day,96309
5040,day,96310
6923,day,96311
499,night,96312
8661,day,96313
12456,night,96314
2657,day,96315
3253,night,96316
13559,night,96317
9506,night,96318
13184,night,96319
9113,day,96320
1546,day,96321
11856,night,96322
8362,day,96323
1396,day,96324
4837,night,96325
8894,night,96326
16159,day,96327
7312,day,96328
9021,day,96329
10572,day,96330
4198,day,96331
11995,night,96332
4143,day,96333
15046,night,96334
2627,night,96335
7766,night,96336
14754,night,96337
10003,night,96338
16539,night,96339
3672,night,96340
8929,night,96341
8057,night,96342
11572,night,96343
8308,day,96344
3164,night,96345
7164,day,96346
1828,night,96347
9348,day,96348
3439,day,96349
1743,day,96350
11683,night,96351
14374,night,96352
5292,day,96353
10258,day,96354
4812,night,96355
7158,night,96356
11972,night,96357
3949,day,96358
9320,day,96359
12098,night,96360
2954,night,96361
9029,day,96362
5245,day,96363
8417,night,96364
12400,night,96365
14128,night,96366
2714,night,96367
7740,day,96368
14269,day,96369
3827,day,96370
9579,night,96371
15413,night,96372
2294,day,96373
386,day,96374
11954,night,96375
14857,night,96376
13311,night,96377
15316,night,96378
9956,day,96379
1626,day,96380
3005,day,96381
2866,day,96382
11249,night,96383
10937,day,96384
3555,night,96385
16475,night,96386
1394,night,96387
7194,day,96388
2159,night,96389
354,day,96390
15778,night,96391
6194,day,96392
13817,night,96393
3243,day,96394
5084,day,96395
14269,night,96396
3499,day,96397
14990,day,96398
7685,day,96399
3424,night,96400
7405,day,96401
3926,day,96402
15162,day,96403
14403,day,96404
12075,night,96405
11493,night,96406
12487,day,96407
9845,day,96408
7309,night,96409
8435,night,96410
117,day,96411
15148,day,96412
8704,day,96413
11133,day,96414
4998,night,96415
11606,day,96416
13201,day,96417
2392,day,96418
2965,day,96419
13588,night,96420
14448,day,96421
11879,night,96422
9470,night,96423
9470,day,96424
9608,night,96425
930,night,96426
7377,day,96427
7273,day,96428
5287,day,96429
7024,night,96430
8269,night,96431
10383,night,96432
